URN,folioURN,imgURN,specimenURN,text,Contributer,Date
urn:cite:botcar:catesbyLabels.penOnPage65.1,urn:cite:fufolio:CatesbyHS232.055,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_055_0601,urn:cite:botcar:sloane.65,R.H.S.P. 37,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage198.1,urn:cite:fufolio:CatesbyHS232.060,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_060_0597,urn:cite:botcar:sloane.198,R.H.S.P. 58,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage420.1,urn:cite:fufolio:CatesbyHS232.096,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_096_0562,urn:cite:botcar:sloane.420,R.H.S.P. 7,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage239.1,urn:cite:fufolio:CatesbyHS232.093,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_093_0567,urn:cite:botcar:sloane.239,R.H.S.P. 7?,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage55.1,urn:cite:fufolio:CatesbyHS232.098,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_098_0558,urn:cite:botcar:sloane.55,R.H.S.P. 8  T.22,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage268.1,urn:cite:fufolio:CatesbyHS232.088,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_088_0566,urn:cite:botcar:sloane.268,R.H.S.P. 9,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage422.1,urn:cite:fufolio:CatesbyHS212.012,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_012_0493,urn:cite:botcar:sloane.422,R.H.S.P. 93,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage175.1,urn:cite:fufolio:CatesbyHS212.081,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_081_0424,urn:cite:botcar:sloane.175,R.H.S.P.8.13,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage428.1,urn:cite:fufolio:CatesbyHS212.074,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_074_0434,urn:cite:botcar:sloane.428,R.S. 189.28,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage216.1,urn:cite:fufolio:CatesbyHS212.092,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_092_0418,urn:cite:botcar:sloane.216,R.S. 206,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage220.1,urn:cite:fufolio:CatesbyHS212.094,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_094_0408,urn:cite:botcar:sloane.220,R.S. 206,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage217.1,urn:cite:fufolio:CatesbyHS212.096,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_096_0413,urn:cite:botcar:sloane.217,R.S. 206,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage379.1,urn:cite:fufolio:CatesbyHS212.096,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_096_0413,urn:cite:botcar:sloane.379,R.S. 206,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage9.1,urn:cite:fufolio:CatesbyHS212.093,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_093_0415,urn:cite:botcar:sloane.9,R.S. 286.9,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage17.1,urn:cite:fufolio:CatesbyHS212.055,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_055_0465,urn:cite:botcar:sloane.17,R.S. 299. 12.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage146.1,urn:cite:fufolio:CatesbyHS212.075,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_075_0427,urn:cite:botcar:sloane.146,R.S. 299.12.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage406.1,urn:cite:fufolio:CatesbyHS212.019,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_019_0491,urn:cite:botcar:sloane.406,R.S. 327.2,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage16.1,urn:cite:fufolio:CatesbyHS212.095,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_095_0409,urn:cite:botcar:sloane.16,R.S. 344,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage322.1,urn:cite:fufolio:CatesbyHS212.059,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_059_0446,urn:cite:botcar:sloane.322,R.S. 351.1,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage320.1,urn:cite:fufolio:CatesbyHS212.056,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_056_0466,urn:cite:botcar:sloane.320,R.S. 451.3,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage86.1,urn:cite:fufolio:CatesbyHS212.057,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_057_0437,urn:cite:botcar:sloane.86,R.S. 456,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage360.1,urn:cite:fufolio:CatesbyHS232.121,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_121_0535,urn:cite:botcar:sloane.360,R.S. 462,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage321.1,urn:cite:fufolio:CatesbyHS212.057,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_057_0437,urn:cite:botcar:sloane.321,R.S. 465,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage39.1,urn:cite:fufolio:CatesbyHS212.054,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_054_0459,urn:cite:botcar:sloane.39,R.S. 468 vid. pag preced.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage300.1,urn:cite:fufolio:CatesbyHS232.131,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_131_0525,urn:cite:botcar:sloane.300,R.S. 490; R.S. 490,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage195.1,urn:cite:fufolio:CatesbyHS212.062,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_062_0452,urn:cite:botcar:sloane.195,R.S. 490.78,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage432.1,urn:cite:fufolio:CatesbyHS212.059,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_059_0446,urn:cite:botcar:sloane.432,R.S. 511.17,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage408.1,urn:cite:fufolio:CatesbyHS212.031,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_031_0474,urn:cite:botcar:sloane.408,R.S. 533,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage279.1,urn:cite:fufolio:CatesbyHS212.086,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_086_0422,urn:cite:botcar:sloane.279,R.S. 608. 25?,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage121.1,urn:cite:fufolio:CatesbyHS212.059,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_059_0446,urn:cite:botcar:sloane.121,R.S. 639,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage215.1,urn:cite:fufolio:CatesbyHS212.092,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_092_0418,urn:cite:botcar:sloane.215,R.S.211,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage174.1,urn:cite:fufolio:CatesbyHS212.066,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_066_0440,urn:cite:botcar:sloane.174,R.S.P. 124 Pluck T. 358.8.4,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage73.1,urn:cite:fufolio:CatesbyHS212.021,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_021_0485,urn:cite:botcar:sloane.73,R.S.P. 37.4,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage412.1,urn:cite:fufolio:CatesbyHS212.005,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_005_0503,urn:cite:botcar:sloane.412,R.S.P. 44,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage342.1,urn:cite:fufolio:CatesbyHS212.077,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_077_0425,urn:cite:botcar:sloane.342,R.S.P. 8.11.77,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage383.1,urn:cite:fufolio:CatesbyHS212.078,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_078_0433,urn:cite:botcar:sloane.383,R.S.P. 8.13,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage345.1,urn:cite:fufolio:CatesbyHS232.032,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_032_0629,urn:cite:botcar:sloane.345,R.S.P. 93,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage49.1,urn:cite:fufolio:CatesbyHS232.069,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_069_0588,urn:cite:botcar:sloane.49,R.S.P. 93,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage218.1,urn:cite:fufolio:CatesbyHS232.056,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_056_0602,urn:cite:botcar:sloane.218,R.S.P. bog,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage4.1,urn:cite:fufolio:CatesbyHS212.078,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_078_0433,urn:cite:botcar:sloane.4,R.S.P.7.2,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage282.1,urn:cite:fufolio:CatesbyHS212.042,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_042_0455,urn:cite:botcar:sloane.282,Randalia mariana procerior. Pet. Gaz. T. VI. f. 2. R.H.S. 234,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage156.1,urn:cite:fufolio:CatesbyHS212.084,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_084_0429,urn:cite:botcar:sloane.156,S. 602 ? 3,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage104.1,urn:cite:fufolio:CatesbyHS212.054,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_054_0459,urn:cite:botcar:sloane.104,Tab. Pluck 423 f. 3 R.H.S. 204.1,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage41.1,urn:cite:fufolio:CatesbyHS212.025,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_025_0488,urn:cite:botcar:sloane.41,Toxicodendron Carolinianum fol. pinnatis floridus minimis herbaceris Cat. Hort. Lond. R.H. 1699,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage273.1,urn:cite:fufolio:CatesbyHS232.122,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_122_0536,urn:cite:botcar:sloane.273,??? perennis Walter [A.M.Vail],Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage331.1,urn:cite:fufolio:CatesbyHS212.030,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_030_0486,urn:cite:botcar:sloane.331,#NAME?,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage117.1,urn:cite:fufolio:CatesbyHS212.003,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_003_0509,urn:cite:botcar:sloane.117,1.38 Nux Juglans Carolinensis@ etc.; Hickory,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage222.1,urn:cite:fufolio:CatesbyHS232.086,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_086_0564,urn:cite:botcar:sloane.222,A. humistrata Walt. - A. amplexicaulis [A.M. Vail],Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage286.1,urn:cite:fufolio:CatesbyHS212.030,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_030_0486,urn:cite:botcar:sloane.286,A. humistrata Walt. = A. amplexicaulis Michx.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage287.1,urn:cite:fufolio:CatesbyHS212.030,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_030_0486,urn:cite:botcar:sloane.287,A. obtusifolia Mx.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage87.1,urn:cite:fufolio:CatesbyHS212.018,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_018_0492,urn:cite:botcar:sloane.87,acerates viridiflora Raf.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage292.1,urn:cite:fufolio:CatesbyHS212.002,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_002_0510,urn:cite:botcar:sloane.292,Arbor Judae Ameri.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage324.1,urn:cite:fufolio:CatesbyHS232.083,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_083_0572,urn:cite:botcar:sloane.324,Asclepias rubra L.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage431.1,urn:cite:fufolio:CatesbyHS212.061,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_061_0444,urn:cite:botcar:sloane.431,B. Catalpa L. Sp Pl. 622 i.49 Bignonia urucu foliis,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage20.1,urn:cite:fufolio:CatesbyHS212.034,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_034_0477,urn:cite:botcar:sloane.20,Berlandiera tomentosa ?,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage139.1,urn:cite:fufolio:CatesbyHS232.059,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_059_0598,urn:cite:botcar:sloane.139,Button wood of Virg.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage322.1,urn:cite:fufolio:CatesbyHS212.059,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_059_0446,urn:cite:botcar:sloane.322,Catesb Carol. i.50 T. sessile L. Sp. Pl. 340 Solanum et fl. purporeo,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage421.1,urn:cite:fufolio:CatesbyHS212.068,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_068_0449,urn:cite:botcar:sloane.421,Catesby caroliniana i.56 Sp. Pl. 999,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage109.1,urn:cite:fufolio:CatesbyHS212.067,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_067_0450,urn:cite:botcar:sloane.109,Cliftonia,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage164.1,urn:cite:fufolio:CatesbyHS232.104,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_104_0557,urn:cite:botcar:sloane.164,Cocculus carolinus DC,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage412.1,urn:cite:fufolio:CatesbyHS212.005,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_005_0503,urn:cite:botcar:sloane.412,Cornus florids Linn. Sp. Pl. 117,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage28.1,urn:cite:fufolio:CatesbyHS232.119,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_119_0538,urn:cite:botcar:sloane.28,Cracea virginiana [? - possibly attached to next specimen?],Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage413.1,urn:cite:fufolio:CatesbyHS232.070,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_070_0586,urn:cite:botcar:sloane.413,Desmodium [???],Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage67.1,urn:cite:fufolio:CatesbyHS232.043,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_043_0615,urn:cite:botcar:sloane.67,Eriogonum,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage66.1,urn:cite:fufolio:CatesbyHS212.017,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_017_0495,urn:cite:botcar:sloane.66,Gonolobus hirsutum Michx.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage46.1,urn:cite:fufolio:CatesbyHS212.056,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_056_0466,urn:cite:botcar:sloane.46,Hab. ciliaris R. Br. (o. ames),Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage50.1,urn:cite:fufolio:CatesbyHS232.109,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_109_0550,urn:cite:botcar:sloane.50,Hibiscus,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage14.1,urn:cite:fufolio:CatesbyHS212.001,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_001_0507,urn:cite:botcar:sloane.14,i. 63 Laurus Caroliniensis L. Borbonia L. Sp. Pl. 370 Pen label: This specimen might be the plant drawn in Catesby@ Hist. Carol. I@ t. 63 as: Lauryus Caroliniensis. Seripo A. Koskerman (???) 1937,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage55.1,urn:cite:fufolio:CatesbyHS232.098,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_098_0558,urn:cite:botcar:sloane.55,i.16 Quercus an potius Ilex Marylandica etc.  Quercus Phellos L.Sp.P. 994,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage342.1,urn:cite:fufolio:CatesbyHS212.077,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_077_0425,urn:cite:botcar:sloane.342,i.16 Quercus Anpotius@ etc. Quercus Phellos L.Sp. Pl. 994,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage175.1,urn:cite:fufolio:CatesbyHS212.081,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_081_0424,urn:cite:botcar:sloane.175,i.17 Quercus sempervirens etc.  -- virens tor in Ait. H. Kew. iii.356. Quercus Phellos B. L. Sp. Pl. 994!,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage391.1,urn:cite:fufolio:CatesbyHS212.005,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_005_0503,urn:cite:botcar:sloane.391,i.18 Quercus castanea foliis@ etc.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage8.1,urn:cite:fufolio:CatesbyHS232.014,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_014_0642,urn:cite:botcar:sloane.8,i.18 Quercus castaneae foliis etc. Chestnut Oak Sp. Pl. 995,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage239.1,urn:cite:fufolio:CatesbyHS232.093,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_093_0567,urn:cite:botcar:sloane.239,i.19 Quercus (forte) Marilandica@ etc.  2 nigra Quercus nigra B.L.Sp. Pl. 996!,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage420.1,urn:cite:fufolio:CatesbyHS232.096,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_096_0562,urn:cite:botcar:sloane.420,i.20 Quercus folis non serrata@ etc. Q. nigra L.Sp.Pl. 995!  Q. aquatica,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage233.1,urn:cite:fufolio:CatesbyHS232.091,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_091_0565,urn:cite:botcar:sloane.233,i.21 Quercus alba Virginianum.  Quercus alba L.Sp. Pl. 996,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage231.1,urn:cite:fufolio:CatesbyHS232.089,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_089_0568,urn:cite:botcar:sloane.231,i.27 Cornus mas@ etc. Cornus florida L. Sp. Pl. 117,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage32.1,urn:cite:fufolio:CatesbyHS232.122,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_122_0536,urn:cite:botcar:sloane.32,i.29 Aristolochia pistolochia@ etc.  A. Serpentaria L.Sp. Pl. 961,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage305.1,urn:cite:fufolio:CatesbyHS212.065,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_065_0441,urn:cite:botcar:sloane.305,i.31 Agrifolium carolinens etc.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage302.1,urn:cite:fufolio:CatesbyHS212.011,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_011_0500,urn:cite:botcar:sloane.302,i.34 Populus nigra@ etc.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage172.1,urn:cite:fufolio:CatesbyHS232.052,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_052_0604,urn:cite:botcar:sloane.172,i.34 Populus nigra@ etc. P. balsamifera L. Sp. Pl. 1034,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage68.1,urn:cite:fufolio:CatesbyHS212.077,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_077_0425,urn:cite:botcar:sloane.68,i.41 Tupelo Arborea@ etc. Nyssa aquatica L.Sp.Pl. 1058; [pencil sketch of fruit next to sample],Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage262.1,urn:cite:fufolio:CatesbyHS212.013,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_013_0497,urn:cite:botcar:sloane.262,i.44 Althea Floridana,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage95.1,urn:cite:fufolio:CatesbyHS232.050,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_050_0605,urn:cite:botcar:sloane.95,i.44 Althea Floridana. Gordonia. Hypericum Lasianthus L. Sp. Pl. 783,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage47.1,urn:cite:fufolio:CatesbyHS212.016,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_016_0494,urn:cite:botcar:sloane.47,i.46 Frutex cornifolius etc.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage80.1,urn:cite:fufolio:CatesbyHS232.051,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_051_0606,urn:cite:botcar:sloane.80,i.49 Bignonia Urucu@ etc.  B. Catalpa L. Sp. Pl. 622,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.pencilOnPage111.1,urn:cite:fufolio:CatesbyHS212.067,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_067_0450,urn:cite:botcar:sloane.111,i.60 Tupelo arbor Nyssa aquatica L. Sp. Pl. 1058,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
